frame,face_id,x1,y1,x2,y2
378,0,406,172,467,247
379,0,406,173,466,249
380,0,404,175,465,252
381,0,405,178,465,254
382,0,404,180,466,257
382,1,572,160,626,230
383,0,406,183,465,262
383,1,580,160,632,227
384,0,405,187,465,265
384,1,582,159,634,228
385,0,405,192,465,267
385,1,585,161,638,232
386,0,403,191,465,271
386,1,590,163,641,232
387,0,403,192,464,272
387,1,595,165,645,236
388,0,402,193,464,272
388,1,598,162,649,237
389,0,401,193,463,273
389,1,600,159,654,242
390,0,604,162,655,242
390,1,399,194,460,274
391,0,607,164,654,244
391,1,397,193,458,276
392,0,611,166,659,245
392,1,395,193,454,277
393,0,615,169,663,248
393,1,390,193,452,278
394,0,616,170,667,251
394,1,387,192,449,277
395,0,620,174,670,254
395,1,384,192,445,278
396,0,622,174,674,257
396,1,382,191,442,279
397,0,628,176,680,259
397,1,379,192,438,280
398,0,374,191,436,281
398,1,629,178,682,261
399,0,632,175,688,260
399,1,369,190,432,280
400,0,367,191,430,279
400,1,634,175,692,257
401,0,364,190,427,280
401,1,639,177,697,257
402,0,361,192,424,280
402,1,641,172,702,249
403,0,357,191,421,280
403,1,647,170,709,245
404,0,355,192,419,281
404,1,649,172,713,247
405,0,353,192,416,282
405,1,653,168,718,245
406,0,350,192,415,282
406,1,657,168,725,244
407,0,349,193,412,282
407,1,662,167,727,242
408,0,347,194,410,283
408,1,666,168,732,242
409,0,345,194,408,283
409,1,669,170,733,243
410,0,340,194,407,284
410,1,669,169,736,246
411,0,337,194,406,286
411,1,669,169,737,246
412,0,336,193,405,285
412,1,668,167,737,246
413,0,335,193,403,286
413,1,666,167,735,245
414,0,334,194,402,286
414,1,664,165,735,246
415,0,332,194,401,288
415,1,660,162,734,248
416,0,330,194,399,289
416,1,659,167,731,251
417,0,330,194,396,290
417,1,656,169,728,251
418,0,329,194,395,290
418,1,655,171,726,254
419,0,327,194,394,291
419,1,654,170,723,255
420,0,649,175,716,262
420,1,325,192,393,291
421,0,648,176,715,264
421,1,323,190,392,289
422,0,646,178,712,264
422,1,320,190,391,287
423,0,643,180,708,266
423,1,317,187,390,283
424,0,641,179,703,267
424,1,314,183,389,282
425,0,640,180,700,269
425,1,313,179,388,280
426,0,313,176,388,277
426,1,638,182,699,270
427,0,311,173,386,273
427,1,638,181,699,268
