frame,face_id,x1,y1,x2,y2
116,0,580,150,635,216
117,0,578,151,636,222
118,0,576,155,633,225
119,0,571,155,628,225
120,0,566,154,622,225
121,0,561,152,619,226
122,0,553,150,611,226
123,0,547,149,605,223
124,0,539,147,596,221
125,0,532,146,590,219
126,0,528,145,585,219
127,0,517,145,575,219
128,0,512,146,570,219
129,0,503,146,561,220
130,0,497,146,556,221
131,0,495,148,551,221
132,0,485,147,544,219
133,0,482,147,539,219
134,0,476,144,533,217
135,0,472,145,529,214
136,0,467,142,527,214
137,0,462,139,523,213
138,0,464,139,523,212
139,0,458,137,518,210
140,0,458,139,515,209
141,0,456,139,514,209
142,0,452,136,511,208
143,0,451,135,510,208
144,0,448,133,508,207
145,0,448,134,508,208
146,0,447,131,507,207
147,0,445,131,505,206
148,0,444,131,504,206
149,0,443,130,502,205
150,0,442,130,501,205
151,0,441,129,500,205
152,0,440,129,498,205
153,0,439,129,497,205
154,0,437,129,496,205
155,0,436,129,495,205
156,0,435,129,495,204
157,0,434,129,493,203
158,0,434,129,493,203
159,0,432,127,493,205
160,0,431,127,491,205
161,0,430,127,490,205
162,0,429,125,490,204
163,0,428,125,489,203
164,0,427,125,487,203
165,0,426,124,487,202
166,0,425,124,486,202
167,0,422,123,485,203
168,0,421,123,484,203
169,0,420,125,482,205
170,0,421,126,482,206
171,0,420,129,481,208
172,0,421,132,481,212
173,0,420,137,480,214
174,0,417,146,477,222
175,0,415,145,476,226
176,0,416,149,474,225
177,0,414,141,476,221
178,0,414,134,478,215
179,0,414,119,479,200
180,0,416,113,478,193
181,0,414,104,479,184
182,0,416,87,481,170
183,0,417,81,484,166
184,0,423,76,485,159
185,0,424,75,486,158
186,0,425,75,489,160
187,0,427,78,492,163
188,0,429,81,495,165
189,0,431,90,497,173
190,0,433,98,498,179
191,0,432,103,498,186
192,0,433,121,499,203
193,0,432,132,497,211
194,0,433,144,497,226
195,0,431,148,496,228
196,0,431,151,496,229
197,0,431,146,496,228
198,0,432,142,495,223
199,0,430,121,495,203
200,0,429,109,494,194
201,0,429,99,492,180
202,0,427,75,489,157
203,0,423,63,488,149
204,0,420,47,485,132
205,0,417,40,483,127
206,0,417,36,482,119
207,0,417,33,480,116
208,0,416,34,479,115
209,0,414,39,477,118
210,0,413,41,477,121
211,0,414,45,477,125
212,0,412,56,476,136
213,0,412,64,476,145
214,0,412,84,475,165
215,0,412,94,475,175
216,0,412,107,475,186
217,0,412,127,475,208
218,0,411,136,474,215
219,0,412,144,474,226
220,0,410,147,473,229
221,0,409,147,472,228
222,0,409,148,472,228
223,0,411,147,472,227
224,0,414,143,473,223
225,0,414,140,474,220
226,0,413,138,476,219
227,0,416,137,479,215
228,0,417,135,480,216
229,0,420,138,483,218
230,0,424,140,486,222
231,0,428,142,488,224
232,0,431,147,494,227
233,0,433,146,496,226
234,0,437,144,500,225
235,0,443,143,504,223
236,0,445,141,508,222
237,0,451,136,513,214
238,0,453,132,516,212
239,0,460,128,522,209
240,0,463,126,526,208
241,0,466,128,527,207
242,0,471,130,534,211
243,0,474,135,536,214
244,0,482,148,542,225
245,0,487,158,545,233
246,0,490,166,551,243
247,0,497,182,558,255
248,0,502,182,561,256
249,0,505,184,565,258
250,0,505,182,566,256
251,0,508,179,567,252
252,0,507,168,566,240
253,0,508,162,566,235
254,0,503,150,563,224
255,0,503,144,563,218
256,0,500,138,562,215
257,0,496,130,559,208
258,0,495,127,557,206
259,0,491,126,552,204
260,0,489,126,551,204
261,0,487,126,550,204
262,0,478,130,543,210
263,0,478,139,540,213
264,0,470,144,535,225
265,0,466,155,531,231
266,0,462,158,527,235
267,0,456,160,519,239
268,0,449,160,514,240
269,0,438,154,503,231
270,0,432,148,498,226
271,0,429,144,490,218
272,0,416,131,478,205
273,0,411,127,473,198
274,0,401,119,462,193
275,0,398,116,458,189
276,0,393,111,455,188
277,0,384,107,445,182
278,0,380,107,442,181
279,0,373,105,435,181
280,0,367,103,431,180
281,0,365,103,428,179
282,0,359,102,420,178
283,0,355,101,417,177
284,0,349,100,411,175
285,0,347,100,408,175
286,0,342,97,404,174
287,0,336,95,398,170
288,0,333,94,397,172
